id,red,green,blue,barony,county,duchy,kingdom,empire,terrain,culture,religion,holding,map red,map green,map blue
2683,128,168,169,Bridgetown,Bridgetown,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,59,44,91
2684,170,171,42,Bridgetown,Bridgetown,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,60,44,91
2685,2,174,170,Kojonup,Kojonup,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,61,44,91
2686,44,177,43,Kojonup,Kojonup,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,62,44,91
2687,86,180,171,Kojonup,Kojonup,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,63,44,91
2688,128,183,44,Kojonup,Kojonup,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,64,44,91
2689,170,186,172,Mount Barker,Mount Barker,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,65,44,91
2690,2,189,45,Mount Barker,Mount Barker,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,66,44,91
2691,44,192,173,Mount Barker,Mount Barker,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,67,44,91
2692,86,195,46,Mount Barker,Mount Barker,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,68,44,91
2693,128,198,174,Albany,Albany,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,69,44,91
2694,170,201,47,Albany,Albany,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,70,44,91
2695,2,204,175,Albany,Albany,Blackwood Valley,Southwest,Golden Wheat,plains,aussie,tersian,auto,71,44,91
2696,44,207,48,Hyden,Hyden,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,72,44,91
2697,86,210,176,Hyden,Hyden,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,73,44,91
2698,128,0,49,Hyden,Hyden,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,74,44,91
2699,170,3,177,Hyden,Hyden,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,75,44,91
2700,2,6,50,Lake Biddy,Lake Biddy,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,76,44,91
2701,44,9,178,Lake Biddy,Lake Biddy,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,77,44,91
2702,86,12,51,Jitarning,Jitarning,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,78,44,91
2703,128,15,179,Jitarning,Jitarning,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,79,44,91
2704,170,18,52,Jitarning,Jitarning,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,80,44,91
2705,2,21,180,Jitarning,Jitarning,Landsend,Southwest,Golden Wheat,plains,aussie,tersian,auto,81,44,91
2706,44,24,53,Lake Magenta,Lake Magenta,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,82,44,91
2707,86,27,181,Lake Magenta,Lake Magenta,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,83,44,91
2708,128,30,54,Lake Magenta,Lake Magenta,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,84,44,91
2709,170,33,182,Cape Riche,Cape Riche,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,85,44,91
2710,2,36,55,Cape Riche,Cape Riche,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,86,44,91
2711,44,39,183,Cape Riche,Cape Riche,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,87,44,91
2712,86,42,56,Cape Riche,Cape Riche,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,88,44,91
2713,128,45,184,Fitzgerald River,Fitzgerald River,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,89,44,91
2714,170,48,57,Fitzgerald River,Fitzgerald River,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,90,44,91
2715,2,51,185,Fitzgerald River,Fitzgerald River,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,91,44,91
2716,44,54,58,Dunn Rock,Dunn Rock,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,92,44,91
2717,86,57,186,Dunn Rock,Dunn Rock,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,93,44,91
2718,128,60,59,Dunn Rock,Dunn Rock,Hopetoun,Southwest,Golden Wheat,plains,aussie,tersian,auto,94,44,91
2719,170,63,187,Wurarga,Wurarga,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,0
2720,2,66,60,Wurarga,Wurarga,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,1
2721,44,69,188,Wurarga,Wurarga,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,2
2722,86,72,61,Mount Magnet,Mount Magnet,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,3
2723,128,75,189,Mount Magnet,Mount Magnet,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,4
2724,170,78,62,Mount Magnet,Mount Magnet,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,5
2725,2,81,190,Thundelarra,Thundelarra,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,6
2726,44,84,63,Thundelarra,Thundelarra,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,7
2727,86,87,191,Thundelarra,Thundelarra,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,8
2728,128,90,64,Paynes Find,Paynes Find,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,9
2729,170,93,192,Paynes Find,Paynes Find,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,10
2730,2,96,65,Paynes Find,Paynes Find,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,11
2731,44,99,193,Paynes Find,Paynes Find,Thundelarra,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,12
2732,86,102,66,Windsor,Windsor,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,13
2733,128,105,194,Windsor,Windsor,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,14
2734,170,108,67,Windsor,Windsor,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,15
2735,2,111,195,Lake Barloo,Lake Barloo,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,16
2736,44,114,68,Lake Barloo,Lake Barloo,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,17
2737,86,117,196,Lake Barloo,Lake Barloo,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,18
2738,128,120,69,Karroun Hill,Karroun Hill,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,19
2739,170,123,197,Karroun Hill,Karroun Hill,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,20
2740,2,126,70,Bonnie Rock,Bonnie Rock,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,21
2741,44,129,198,Bonnie Rock,Bonnie Rock,Karroun,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,22
2742,86,132,71,Leinster,Leinster,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,23
2743,128,135,199,Leinster,Leinster,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,24
2744,170,138,72,Leinster,Leinster,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,25
2745,2,141,200,Leinster,Leinster,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,26
2746,44,144,73,Little Mill,Little Mill,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,27
2747,86,147,201,Little Mill,Little Mill,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,28
2748,128,150,74,Cosmo Newberry,Cosmo Newberry,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,29
2749,170,153,202,Cosmo Newberry,Cosmo Newberry,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,30
2750,2,156,75,Cosmo Newberry,Cosmo Newberry,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,31
2751,44,159,203,Leonora,Leonora,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,32
2752,86,162,76,Leonora,Leonora,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,33
2753,128,165,204,Leonora,Leonora,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,34
2754,170,168,77,Leonora,Leonora,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,35
2755,2,171,205,Adelong,Adelong,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,36
2756,44,174,78,Adelong,Adelong,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,37
2757,86,177,206,Adelong,Adelong,Leinster,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,38
2758,128,180,79,Laverton,Laverton,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,39
2759,170,183,207,Laverton,Laverton,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,40
2760,2,186,80,Laverton,Laverton,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,41
2761,44,189,208,Yundamindera,Yundamindera,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,42
2762,86,192,81,Yundamindera,Yundamindera,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,43
2763,128,195,209,Yurila,Yurila,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,44
2764,170,198,82,Yurila,Yurila,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,45
2765,2,201,210,Yurila,Yurila,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,46
2766,44,204,83,Pinjin,Pinjin,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,47
2767,86,207,211,Pinjin,Pinjin,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,48
2768,128,210,84,Pinjin,Pinjin,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,49
2769,170,0,212,Queen Victoria Spring,Queen Victoria Spring,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,50
2770,2,3,85,Queen Victoria Spring,Queen Victoria Spring,Laverton,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,51
2771,44,6,213,Mount Manning,Mount Manning,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,52
2772,86,9,86,Mount Manning,Mount Manning,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,53
2773,128,12,214,Davyhurst,Davyhurst,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,54
2774,170,15,87,Davyhurst,Davyhurst,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,55
2775,2,18,215,Canegrass,Canegrass,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,56
2776,44,21,88,Canegrass,Canegrass,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,57
2777,86,24,216,Canegrass,Canegrass,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,58
2778,128,27,89,Koolyanobbing,Koolyanobbing,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,59
2779,170,30,217,Koolyanobbing,Koolyanobbing,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,60
2780,2,33,90,Koolyanobbing,Koolyanobbing,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,61
2781,44,36,218,Boorabbin,Boorabbin,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,62
2782,86,39,91,Boorabbin,Boorabbin,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,63
2783,128,42,219,Kalgoorlie Boulder,Kalgoorlie Boulder,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,64
2784,170,45,92,Kalgoorlie Boulder,Kalgoorlie Boulder,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,65
2785,2,48,220,Kalgoorlie Boulder,Kalgoorlie Boulder,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,66
2786,44,51,93,Kalgoorlie Boulder,Kalgoorlie Boulder,Kalgoorlie,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,67
2787,86,54,221,Gindalbie,Gindalbie,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,68
2788,128,57,94,Gindalbie,Gindalbie,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,69
2789,170,60,222,Gindalbie,Gindalbie,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,70
2790,2,63,95,Gindalbie,Gindalbie,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,71
2791,44,66,223,Kambalda,Kambalda,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,72
2792,86,69,96,Chiffey,Chiffey,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,73
2793,128,72,224,Chiffey,Chiffey,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,74
2794,170,75,97,Chiffey,Chiffey,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,75
2795,2,78,225,Madpoona,Madpoona,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,76
2796,44,81,98,Madpoona,Madpoona,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,77
2797,86,84,226,Madpoona,Madpoona,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,78
2798,128,87,99,Zanthus,Zanthus,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,79
2799,170,90,227,Zanthus,Zanthus,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,80
2800,2,93,0,Zanthus,Zanthus,Timberland,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,81
2801,44,96,128,Jilbadj,Jilbadj,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,82
2802,86,99,1,Jilbadj,Jilbadj,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,83
2803,128,102,129,Yellowdine,Yellowdine,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,84
2804,170,105,2,Yellowdine,Yellowdine,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,85
2805,2,108,130,Goldfields Woodlands,Goldfields Woodlands,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,86
2806,44,111,3,Goldfields Woodlands,Goldfields Woodlands,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,87
2807,86,114,131,Goldfields Woodlands,Goldfields Woodlands,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,88
2808,128,117,4,Holt Rock,Holt Rock,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,89
2809,170,120,132,Holt Rock,Holt Rock,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,90
2810,2,123,5,Holt Rock,Holt Rock,Goldfields,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,91
2811,44,126,133,Bremer,Bremer,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,92
2812,86,129,6,Bremer,Bremer,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,93
2813,128,132,134,Bremer,Bremer,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,94
2814,170,135,7,Bremer,Bremer,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,95
2815,2,138,135,Bremer,Bremer,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,96
2816,44,141,8,Norseman,Norseman,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,97
2817,86,144,136,Norseman,Norseman,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,98
2818,128,147,9,Norseman,Norseman,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,99
2819,170,150,137,Norseman,Norseman,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,100
2820,2,153,10,Grass Patch,Grass Patch,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,101
2821,44,156,138,Grass Patch,Grass Patch,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,102
2822,86,159,11,Grass Patch,Grass Patch,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,103
2823,128,162,139,Dundas Nature Reserve,Dundas Nature Reserve,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,104
2824,170,165,12,Dundas Nature Reserve,Dundas Nature Reserve,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,105
2825,2,168,140,Dundas Nature Reserve,Dundas Nature Reserve,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,106
2826,44,171,13,Dundas Nature Reserve,Dundas Nature Reserve,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,107
2827,86,174,141,Balladonia,Balladonia,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,108
2828,128,177,14,Balladonia,Balladonia,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,109
2829,170,180,142,Balladonia,Balladonia,Grass Patch,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,110
2830,2,183,15,Ravensthorpe,Ravensthorpe,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,111
2831,44,186,143,Ravensthorpe,Ravensthorpe,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,112
2832,86,189,16,Ravensthorpe,Ravensthorpe,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,113
2833,128,192,144,Munglinup,Munglinup,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,114
2834,170,195,17,Munglinup,Munglinup,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,115
2835,2,198,145,Munglinup,Munglinup,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,116
2836,44,201,18,Esperance,Esperance,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,117
2837,86,204,146,Esperance,Esperance,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,118
2838,128,207,19,Esperance,Esperance,Recherche,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,119
2839,170,210,147,Boyatup,Boyatup,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,120
2840,2,0,20,Boyatup,Boyatup,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,121
2841,44,3,148,Boyatup,Boyatup,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,122
2842,86,6,21,Boyatup,Boyatup,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,123
2843,128,9,149,Demposte,Demposte,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,124
2844,170,12,22,Demposte,Demposte,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,125
2845,2,15,150,Demposte,Demposte,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,126
2846,44,18,23,Cape Arid,Cape Arid,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,127
2847,86,21,151,Cape Arid,Cape Arid,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,128
2848,128,24,24,Cape Arid,Cape Arid,Cape Arid,Goldoria,Golden Wheat,plains,aussie,tersian,auto,234,234,129
2849,170,27,152,Matheus,Matheus,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,1,166,136
2850,2,30,25,Matheus,Matheus,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,2,166,136
2851,44,33,153,Pondama,Pondama,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,3,166,136
2852,86,36,26,Pondama,Pondama,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,4,166,136
2853,128,39,154,Woorlba,Woorlba,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,5,166,136
2854,170,42,27,Woorlba,Woorlba,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,6,166,136
2855,2,45,155,Nuytsland,Nuytsland,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,7,166,136
2856,44,48,28,Nuytsland,Nuytsland,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,8,166,136
2857,86,51,156,Nuytsland,Nuytsland,Bight's End,Nullarbor,Nullarbor,plains,aussie,tersian,auto,9,166,136
2858,128,54,29,Carston,Carston,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,10,166,136
2859,170,57,157,Carston,Carston,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,11,166,136
2860,2,60,30,Rawlinna,Rawlinna,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,12,166,136
2861,44,63,158,Rawlinna,Rawlinna,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,13,166,136
2862,86,66,31,Rawlinna,Rawlinna,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,14,166,136
2863,128,69,159,Dortmund,Dortmund,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,15,166,136
2864,170,72,32,Dortmund,Dortmund,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,16,166,136
2865,2,75,160,Dortmund,Dortmund,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,17,166,136
2866,44,78,33,Plimridge,Plimridge,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,18,166,136
2867,86,81,161,Plimridge,Plimridge,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,19,166,136
2868,128,84,34,Premier,Premier,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,20,166,136
2869,170,87,162,Premier,Premier,Lime,Nullarbor,Nullarbor,plains,aussie,tersian,auto,21,166,136
2870,2,90,35,Tysonia,Tysonia,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,22,166,136
2871,44,93,163,Tysonia,Tysonia,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,23,166,136
2872,86,96,36,Sleeper Camp,Sleeper Camp,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,24,166,136
2873,128,99,164,Sleeper Camp,Sleeper Camp,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,25,166,136
2874,170,102,37,Sleeper Camp,Sleeper Camp,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,26,166,136
2875,2,105,165,South Victoria Desert,South Victoria Desert,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,27,166,136
2876,44,108,38,South Victoria Desert,South Victoria Desert,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,28,166,136
2877,86,111,166,South Victoria Desert,South Victoria Desert,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,29,166,136
2878,128,114,39,Marvin,Marvin,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,30,166,136
2879,170,117,167,Marvin,Marvin,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,31,166,136
2880,2,120,40,Huron,Huron,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,32,166,136
2881,44,123,168,Huron,Huron,Nullarbor Plain,Nullarbor,Nullarbor,plains,aussie,tersian,auto,33,166,136
